publication_number,title,topic,topic_probability,country_code,publication_date
KR-20240082641-A,Cotton adsorbent for removing harmful cyanobacteria that cause green algae and how to use it for biodiesel production,2,0.38389194,KR,20240611
KR-20110010524-A,Making method submarine forest using shell,3,0.18819836,KR,20110201
KR-20150006610-A,The method for preparing solid acid catalyst for biodiesel,5,0.5988659,KR,20150119
KR-20200027805-A,Soil for preventing the growth of weeds,3,0.2006489,KR,20200313
KR-20110011033-A,Nutrient for aquaculture,6,0.6019653,KR,20110208
KR-20120095506-A,Making method of molasses replacement medium for environment-friendly complex micro-organisms culture,6,0.36789906,KR,20120829
KR-101645407-B1,"soil conditioner using charcoal and calcareous algae, manufacturing method thereof, bed soil and growing media for horticulture",3,0.37286204,KR,20160803
KR-20120137086-A,The method of extracting carotinoid pigments of micro algae and anti-inflammatory composition comprising the extracted violaxanthin,6,0.39576364,KR,20121220
KR-102131849-B1,Co-production of biofuel and alginate from brown algae by using oleaginous yeast,3,0.66090274,KR,20200708
KR-101839411-B1,Microalgae Parachlorella sp. KSN1 strain producing bio-oil containing high concentration of linoleate and linolenate and uses thereof,6,0.6275879,KR,20180426
KR-20120031539-A,Compositions of medium originated from elvan water to culture microalgae,6,0.67840946,KR,20120404
KR-20220020766-A,Carbonic anhydrase complex and method for enhancing carbon dioxide biofixation and lipid production through the complex,3,0.553525,KR,20220221
KR-20100127033-A,Method for manufacturing natural fertilizer for the purpose of tomato cultivation,3,0.31345242,KR,20101203
KR-20160136625-A,Destroy the cell walls of microalgae for the milking device of microalgae,5,0.5293628,KR,20161130
KR-20110051329-A,Method for cultivation of microalgae combined with co2 capture process from flue gas using ammonia water,2,0.6031961,KR,20110518
KR-20140090385-A,Microalgae Chlorella strain high-producing starch and lipid isolated from arctic ocean and uses thereof,6,0.732768,KR,20140717
KR-20140125506-A,Methods for the simultaneous production of astaxanthin and lipid from Haematococcus pluvialis,0,0.4444755,KR,20141029
KR-20150064806-A,System and method for eliminating radioactive materials from contaminated water using algae,2,0.37325403,KR,20150612
KR-20140050473-A,Composition for increasing lipid contents of microalgae or microorganism comprising sterol synthesis inbibitor,6,0.63935924,KR,20140429
KR-102653371-B1,water level maintaining apparatus of seaweed farming facility,3,0.2620781,KR,20240401
KR-101200323-B1,Aminoclay-based algal harvesting nanotechnology,3,0.44212952,KR,20121112
KR-101712317-B1,Method for massive culture of adhesive microalgae,2,0.33583218,KR,20170307
KR-20140022989-A,Apparatus for microalgae cultivation using a underwater light sources,6,0.46694332,KR,20140226
KR-20110087750-A,Compositions for promotion of collagen synthesis,3,0.36908942,KR,20110803
KR-20220051637-A,Nannochloropsis sp. G1-5 strain having high productivity of carotenoid-based antioxidant pigments and unsaturated fatty acids and use thereof,6,0.48443842,KR,20220426
KR-20240040196-A,Novel Streptomyces sp. JC203-03 strain having algicidal activity,3,0.30690444,KR,20240328
KR-20190099972-A,"A Production System that Enables Outdoor Growing, Hydroponics, Cultivars, and Fish Products",0,0.44515702,KR,20190828
KR-20100024665-A,Method of producing hydrolysate from sea algae using acidic ionic liquid catalysts,3,0.64873767,KR,20100308
KR-101690480-B1,Multi-functional port for microalgae cultivation and harvesting,6,0.42344332,KR,20161228
KR-101413874-B1,The Mass Production Method of Microalgae Having High Fucoxanthin Producing Ability,6,0.64899075,KR,20140701
KR-100953994-B1,Method of producing tegillarca granosa seedling,3,0.2842574,KR,20100421
KR-20190139165-A,Manufacturing method of fermented product of fucoidan for functional cosmetics having good whitening function and anti-wrinkling function,4,0.34544444,KR,20191217
KR-20110133917-A,Strain of methylobacterium sp. having a alginate-decomposition activity and method of producing alginate-oligomer using the same,3,0.5735239,KR,20111214
KR-20140073638-A,Method for producing biogas from marine algae using microorganisms,3,0.6738719,KR,20140617
KR-20150044528-A,The antipollution equipment of aquaculture,2,0.31328887,KR,20150427
KR-20230049894-A,Apparatus for Culturing Micro Algae and Method for Culturing Micro Algae,2,0.6906427,KR,20230414
KR-20110080334-A,Glass comprising algae and control method thereof,2,0.42693102,KR,20110713
KR-20140091199-A,Culture tank with cleaning appartus for micro algae,2,0.43591502,KR,20140721
KR-20140046795-A,Cultivating system of aquatic biomass using independent power generator,3,0.41117716,KR,20140421
KR-20190099808-A,Manufacturing method of nano-metal biochar for removing phosphorus and nano-metal biochar manufactured using the method,2,0.63287544,KR,20190828
KR-20120037313-A,Photobioreactor,6,0.57826364,KR,20120419
KR-20170043989-A,Composition for destructing microalgae,6,0.58523536,KR,20170424
KR-20180094288-A,Mixing Apparatus in Microalgae Cultivating Reactor and Method for Cultivation of Microalgae using the same,6,0.47515374,KR,20180823
KR-20140013397-A,Method for harvesting microalgae using flocculation and dissolved air floatation,1,0.7281218,KR,20140205
KR-20230087686-A,"Micromonospora sp. MS-62 isolated from freshwater sponges having anticancer, anti-algae and anti-inflammation activity and uses thereof",6,0.36840934,KR,20230619
KR-101521274-B1,Novel microalgae aurantiochytrium sp. la3 (kctc12685bp) and method for preparing bio-oil using thereof,5,0.5970587,KR,20150522
KR-20130130627-A,Method for extracting lipid from microalgae using cationoid polymer and method for preparing biodiesel using the extracted lipid,5,0.72998405,KR,20131202
KR-20190054234-A,Apparatus of treating animal waste water using microalgae and method of cultivating the microalgae by the apparatus,2,0.63377595,KR,20190522
KR-20110049347-A,Method for producing hydrogen gas and methane gas using by-product from ethanol fermentation of marine algae,3,0.63803464,KR,20110512
KR-20160120994-A,"Hydrolysate of mixture of seaweed biomass and lignocellulosic biomass to improve biochemical and biofuel production, and preparation using the same",3,0.6692804,KR,20161019
KR-101684254-B1,Method for high concentration cultivation of microalgae using mud-clay extracts or humic acid,6,0.649639,KR,20161208
KR-101290256-B1,Aquarium with microalgea feeding device using the flat panel photobioreactor,2,0.49556783,KR,20130726
KR-101998380-B1,Development of microfluidic platform for producing astaxanthin and its application to enhance astaxanthin production,6,0.4939513,KR,20190709
KR-20140124266-A,"A mutant Chlamydomonas reinhardtii M4013 having higher lipid content and preparation method thereof, and the production of bio-diesel from the mutant Chlamydomonas reinhardtii M4013",5,0.52281505,KR,20141024
KR-20110087395-A,A composition comprising pseurotin d as an active ingredient for treating and preventing cancer disease,6,0.23760325,KR,20110803
KR-20130025742-A,Photo-bioreactor for culturing micro algae,2,0.7161599,KR,20130312
KR-101317854-B1,Plankton cultureing apparatus to control water bloom for culturing natural enemy,2,0.3820481,KR,20131015
KR-20140063045-A,Expression of bovine lactoferrin using transformed chlorella,3,0.36835426,KR,20140527
KR-101347109-B1,Microalgal cultures using photobioreactor and feed producing system and method thereof,6,0.69469404,KR,20140107
KR-20120001088-A,Enrichment for animal-livefood and their culturing method by the enrichment,6,0.5316409,KR,20120104
KR-20150018745-A,double-sided permanent magnets stator linear synchronous generator ship for orbit-circulation power system of slotless coil mover deacha by hydro and gravity,1,0.2961116,KR,20150224
KR-102102945-B1,Amphibious weed harvesting vessel,3,0.28759247,KR,20200529
KR-20110024563-A,"Photobioreactor and microalgae culture method, and microalgae harvesting method by using that",2,0.5686541,KR,20110309
KR-20180031331-A,Apparatus and method for transplanting a side rope with sea weed seeding,3,0.30150726,KR,20180328
KR-20240040195-A,Novel Streptomyces sp. JC201-67 strain having algicidal activity,3,0.30636233,KR,20240328
KR-102376875-B1,Method for producing hydrogen by steam reforming and hydrogenation reaction of biomass-derived oils on a nickel-based catalyst,3,0.43304774,KR,20220318
KR-101348069-B1,Method and device for seaweed aquaculture.,3,0.4378634,KR,20140110
KR-20130108735-A,Apparatus for cultivation of microalgae,6,0.5634937,KR,20131007
KR-20190045504-A,Method and its Devices for Cultivating Microalgae,6,0.56812406,KR,20190503
KR-20170136670-A,Dunaliella mutant and method for preparing pigment using the same,3,0.5051042,KR,20171212
KR-101765833-B1,Cultivation method of microalgae using bicarbonate as carbon source,2,0.54268587,KR,20170808
KR-101872289-B1,movable seed collecting box of seaweed and seaweed culturing methods thereby,3,0.45892704,KR,20180628
KR-102575631-B1,Biocontainment method of microalgae,6,0.66113305,KR,20230906
KR-20200058862-A,Cultivating method of microalgae using titanium dioxide nano particles,6,0.5481286,KR,20200528
KR-20240092855-A,Composition for cell culture comprising microalgae extract and use thereof,6,0.48181385,KR,20240624
KR-20120129244-A,The composition of medium used in large-scale culture of microalgae,6,0.58436215,KR,20121128
KR-20160007172-A,Divice for microalgae concentrating and hydrogen generating,2,0.50133926,KR,20160120
KR-20220100477-A,A float for laver farming,3,0.37467605,KR,20220715
KR-20230080235-A,Automatic Water Laver Separating and Packaging and Moving System,3,0.37284714,KR,20230607
KR-20150026583-A,A forming-device of oyster,0,0.22256826,KR,20150311
KR-20170008353-A,Method of preparing triacylglycerol or biodiesel in microalgae,5,0.7801467,KR,20170124
KR-102494254-B1,Composition for improving yellowing of seaweed culture using fish sauce waste and nutritional deficiencies in shellfish culture,2,0.40123564,KR,20230206
KR-20180047629-A,Livestock feed for Sea Cucumber and the feed of manufacturing,3,0.3502337,KR,20180510
KR-20180047630-A,Livestock feed for Sea Cucumber and the feed of manufacturing,3,0.3614503,KR,20180510
KR-20150145964-A,Pre-treatment methods of algae for producing biofuel,3,0.6118903,KR,20151231
KR-20140003833-A,Composition for skin external application comprising extract of microalgae comprising the same,6,0.23561819,KR,20140110
KR-20200092641-A,Method for carbon resource utilization,1,0.6131639,KR,20200804
KR-20180119952-A,Transfer device for cultivating vessel of microalgae,6,0.40780735,KR,20181105
KR-20230092597-A,Novel Peptides from Neopyropia sp. having Antioxidant Activity and Uses Thereof,3,0.26763704,KR,20230626
KR-102024884-B1,Method for Culturing Chlorella at High Concentration,6,0.6175107,KR,20190924
KR-102330940-B1,Environmentally friendly algae transplanting device and method the same,3,0.41838127,KR,20211201
KR-20130022114-A,Polyhedron-type photobioreactor,2,0.43230456,KR,20130306
KR-20130125936-A,Photobioreactor including multilayered structure,6,0.38584358,KR,20131120
KR-101847789-B1,Rope fastener for aquaculture of seaweed,3,0.33738697,KR,20180411
KR-20120063766-A,Microalgae navicula incerta hydrolysate and antioxidant composition comprising same,6,0.3802176,KR,20120618
KR-20150094331-A,Perm Chemical Composition,5,0.2547461,KR,20150819
KR-20220109361-A,Manufacturing Technology of Organic Fermented Compost Using Waste Dense and Agricultural Waste,0,0.5302165,KR,20220804
KR-101379759-B1,Gravity filtration device for microalgal cultures,2,0.42611414,KR,20140331
KR-20100056239-A,Cosmetic composition for heavy metal chelation and fine particle absorption containing polysaccharides,6,0.43128106,KR,20100527
KR-101522182-B1,The Culture Method of High Efficiency Spirulina Using Dispersion Method,6,0.40738916,KR,20150522
KR-20190138134-A,Land-based seaweed cultivation system using mist nozzle,3,0.40545487,KR,20191212
KR-20150083565-A,Medium composition for culture of microalgae colony and uses thereof,6,0.41292316,KR,20150720
KR-20160044317-A,microalgae harvesting apparatus using paramagnetic nanoparticle and external magnetic field,6,0.28472027,KR,20160425
KR-101364572-B1,Culture meethod of haematococcus sp. kordi03 having producibility of pigment,6,0.31434277,KR,20140220
KR-20170028284-A,Microalgae cell stress apparatus and method for increasing production of microalgae lipid using the same,5,0.62770987,KR,20170313
KR-101447976-B1,Solid fuel comprising algae mass and natural oils and its sludge and preparation method thereof,3,0.6562829,KR,20141014
KR-101502355-B1,Extraction method of biodisel convertible lipid from microalgae using supercritical carbon dioxide,5,0.69845617,KR,20150316
KR-101601119-B1,Microalgae Chlamydomonas sp. ArM0029C strain producing lipid and uses thereof,6,0.668905,KR,20160308
KR-20170139296-A,Method for massive culture of adhesive microalgae,2,0.38264847,KR,20171219
KR-101641138-B1,Method for enhancement of the culture rate of microalgae,6,0.6252788,KR,20160721
